n;mae
165;0.138134331
170;0.138270721
175;0.135076746
180;0.135382265
185;0.135019854
190;0.138088614
195;0.135227278
200;0.137708858
205;0.135891825
210;0.135236785
215;0.139438391
220;0.137491569
225;0.139156818
230;0.138941422
235;0.141472563
240;0.13753581
245;0.137151703
250;0.134781897
255;0.131931633
260;0.137145385
265;0.134976923
270;0.135449484
275;0.135180384
280;0.135026231
285;0.139308885
290;0.13919197
295;0.138367102
5;0.140134647
10;0.140913546
15;0.145015314
20;0.13887237
25;0.139851853
30;0.139887527
35;0.136252463
40;0.138117328
45;0.136048719
50;0.13731119
55;0.137585431
60;0.138276145
65;0.137223393
70;0.138158575
75;0.138336539
80;0.142099023
85;0.137688071
90;0.136825413
95;0.140847847
100;0.138026744
105;0.131211832
110;0.137732267
115;0.136864841
120;0.139950246
125;0.136492103
130;0.135876194
135;0.137587279
140;0.13649787
145;0.141865507
150;0.139281318
155;0.135908961
160;0.140240818
165;0.137784228
170;0.141851962
175;0.144303247
180;0.137262464
185;0.138938338
190;0.138961136
195;0.138583139
200;0.139261618
205;0.141893774
210;0.137608066
215;0.136370659
220;0.138037831
225;0.137024239
230;0.137795031
235;0.136375621
240;0.135457695
245;0.136365697
250;0.136198446
255;0.140106186
260;0.136211157
265;0.136711627
270;0.138682991
275;0.137882143
280;0.142678723
285;0.139050484
290;0.140232623
295;0.137901217
5;0.142573982
10;0.142203614
15;0.142052695
20;0.139735311
25;0.141880855
30;0.136332437
35;0.136283308
40;0.15357697
45;0.137506992
50;0.137397602
55;0.137697369
60;0.143268019
65;0.137171671
70;0.137632042
75;0.137592658
80;0.13832581
85;0.139124215
90;0.139407009
95;0.137101114
100;0.137355447
105;0.140208319
110;0.140118852
115;0.136795476
120;0.141470253
125;0.135195002
130;0.13671194
135;0.135689706
140;0.134185776
145;0.137239411
150;0.139048964
155;0.138954684
160;0.136151537
165;0.137335718
170;0.138010398
175;0.13801147
180;0.13716118
185;0.138582468
190;0.130176052
195;0.137937263
200;0.138545409
205;0.138102844
210;0.134267539
215;0.138089254
220;0.135749549
225;0.135434613
230;0.13570334
235;0.135777518
240;0.139263436
245;0.136415377
250;0.139768183
255;0.13732937
260;0.136583209
265;0.132195845
270;0.135261565
275;0.137651965
280;0.132684469
285;0.136642456
290;0.135012612
295;0.143789053
5;0.143834025
10;0.142123789
15;0.145758972
20;0.138711661
25;0.13704218
30;0.142532349
35;0.139792383
40;0.140552938
45;0.138216227
50;0.140657187
55;0.137716845
60;0.138514757
65;0.140871853
70;0.136898085
75;0.140837744
80;0.139241248
85;0.13581869
90;0.141027763
95;0.136625335
100;0.135656655
105;0.135664493
110;0.137170419
115;0.140790671
120;0.136187285
125;0.139117628
130;0.141270399
135;0.134198502
140;0.137262151
145;0.134126171
150;0.135058373
155;0.134342119
160;0.136993051
165;0.138066992
170;0.138134018
175;0.139990911
180;0.137394756
185;0.13692756
190;0.13773264
195;0.138452336
200;0.13666968
205;0.140194505
210;0.133679181
215;0.137817636
220;0.139453381
225;0.139615104
230;0.138444737
235;0.139602527
240;0.13728191
245;0.135668442
250;0.132002786
255;0.135901317
260;0.137899429
265;0.139011994
270;0.142939046
275;0.139759898
280;0.134565607
285;0.139595658
290;0.133863911
295;0.135903761
5;0.144864842
10;0.140093565
15;0.139796779
20;0.139023319
25;0.139682934
30;0.138787583
35;0.138410076
40;0.139252305
45;0.140372723
50;0.138736039
55;0.140020832
60;0.134609982
65;0.137100607
70;0.136729509
75;0.136396185
80;0.133615017
85;0.137480617
90;0.138048187
95;0.138207674
100;0.143386215
105;0.138201565
110;0.134652048
115;0.139712244
120;0.136438563
125;0.135768563
130;0.134830266
135;0.138380334
140;0.144279897
145;0.137825489
150;0.143058911
155;0.137056053
160;0.138602421
165;0.135346815
170;0.140474871
175;0.136897773
180;0.141325444
185;0.135507405
190;0.140268594
195;0.137705639
200;0.139474437
205;0.135903269
210;0.133733273
215;0.140419766
220;0.134231851
225;0.136720464
230;0.137131572
235;0.13655439
240;0.135318398
245;0.134028137
250;0.134026363
255;0.134863064
260;0.134743676
265;0.138088465
270;0.136334553
275;0.138622358
280;0.137333632
285;0.142793715
290;0.137563229
295;0.135901824
5;0.147111565
10;0.143120185
15;0.143973768
20;0.142650604
25;0.142593458
30;0.137682155
35;0.141135365
40;0.137115821
45;0.139787152
50;0.142347798
55;0.13732177
60;0.135479346
65;0.140804753
70;0.137071893
75;0.139431849
80;0.137846246
85;0.136544406
90;0.138981208
95;0.13459447
100;0.136499003
105;0.138729274
110;0.135028988
115;0.140918463
120;0.135544255
125;0.137468532
130;0.136730492
135;0.137056559
140;0.136496976
145;0.136640504
150;0.137741864
155;0.137411088
160;0.139273345
165;0.13765581
170;0.144578263
175;0.13674517
180;0.13694936
185;0.135484651
190;0.135416746
195;0.138449296
200;0.133575588
205;0.138317302
210;0.135841385
215;0.135525644
220;0.136902809
225;0.136889368
230;0.139564127
235;0.134597436
240;0.138961658
245;0.137735397
250;0.136793733
255;0.137062207
260;0.142204136
265;0.137098625
270;0.137126982
275;0.136558414
280;0.13972567
285;0.139110968
290;0.133348212
295;0.137845606
5;0.142144203
10;0.14208363
15;0.142172411
20;0.138185769
25;0.136304274
30;0.139007688
35;0.140546054
40;0.138456374
45;0.141826525
50;0.13547796
55;0.137374908
60;0.136133
65;0.136186421
70;0.136523932
75;0.136796772
80;0.138031304
85;0.138601243
90;0.140006244
95;0.136073813
100;0.134111643
105;0.133560494
110;0.136822671
115;0.144468397
120;0.137662709
125;0.140671879
130;0.140326396
135;0.138340816
140;0.139494106
145;0.141376734
150;0.139450416
155;0.136860386
160;0.136342302
165;0.13489382
170;0.133975789
175;0.137918055
180;0.135358557
185;0.136908323
190;0.139879808
195;0.137950182
200;0.140526563
205;0.1344226
210;0.137551561
215;0.139720067
220;0.138001159
225;0.135041893
230;0.13744539
235;0.136911601
240;0.143671677
245;0.141732082
250;0.134037554
255;0.140954539
260;0.136072099
265;0.137385353
270;0.137906015
275;0.137347221
280;0.139982983
285;0.136657938
290;0.142406315
295;0.137303263
5;0.14387691
10;0.137265742
15;0.139783755
20;0.139228806
25;0.134088352
30;0.135887861
35;0.137674779
40;0.140471116
45;0.138833359
50;0.134991989
55;0.140133873
60;0.13556385
65;0.136241093
70;0.136881292
75;0.13575092
80;0.138534501
85;0.141228616
90;0.137045473
95;0.138012618
100;0.137569532
105;0.138801992
110;0.13723743
115;0.138366759
120;0.139706224
125;0.137997061
130;0.135527849
135;0.137933046
140;0.136168465
145;0.138691202
150;0.136424363
155;0.138893917
160;0.133676484
165;0.138708577
170;0.134981006
175;0.140781701
180;0.135756463
185;0.140183792
190;0.138643041
195;0.140904292
200;0.13638258
205;0.134936467
210;0.138160959
215;0.138454735
220;0.132779807
225;0.136858985
230;0.137959868
235;0.137555405
240;0.13880299
245;0.140925765
250;0.136785582
255;0.138619348
260;0.137339517
265;0.134075731
270;0.135489136
275;0.136462852
280;0.140211597
285;0.141153157
290;0.134706438
295;0.133844197
5;0.145588085
10;0.13922435
15;0.14021191
20;0.137682676
25;0.141825035
30;0.138531283
35;0.137971058
40;0.138093144
45;0.13580443
50;0.13947323
55;0.142081156
60;0.137967214
65;0.138812676
70;0.13603276
75;0.135165051
80;0.140210465
85;0.135711804
90;0.136958838
95;0.140594944
100;0.136758611
105;0.138153061
110;0.136429131
115;0.135339931
120;0.139171213
125;0.137227982
130;0.141310439
135;0.137765139
140;0.138585821
145;0.136656806
150;0.140041336
155;0.136505455
160;0.135560989
165;0.13600032
170;0.13599351
175;0.141082048
180;0.137832627
185;0.13472788
190;0.139748126
195;0.139251634
200;0.138269156
205;0.134759963
210;0.142819762
215;0.138576195
220;0.136378735
225;0.136511147
230;0.143136889
235;0.134886503
240;0.135668084
245;0.136364728
250;0.137173504
255;0.136233076
260;0.138254464
265;0.13846606
270;0.141415983
275;0.139826953
280;0.137802139
285;0.137978703
290;0.136809215
295;0.137760028
5;0.140473515
10;0.141697988
15;0.14309749
20;0.139018491
25;0.140681937
30;0.136614576
35;0.14000091
40;0.135103211
45;0.138679549
50;0.139682114
55;0.140204921
60;0.138577685
65;0.135905251
70;0.13858287
75;0.13896136
80;0.136239782
85;0.138630822
90;0.139676452
95;0.136927441
100;0.133321807
105;0.138277709
110;0.137787566
115;0.137730867
120;0.139237106
125;0.141113654
130;0.133669764
135;0.137667701
140;0.136455715
145;0.135998845
150;0.136886731
155;0.137949601
160;0.138622716
165;0.137525275
170;0.135963514
175;0.138005853
180;0.140988514
185;0.141200677
190;0.14156726
195;0.14202638
200;0.140670821
205;0.139428377
210;0.13739574
215;0.137638286
220;0.140528157
225;0.139000252
230;0.138820931
235;0.138997003
240;0.135668725
245;0.137134731
250;0.134422943
255;0.138959527
260;0.136677384
265;0.142022178
270;0.133430511
275;0.137710229
280;0.134832367
285;0.133936673
290;0.138619721
295;0.138364643
5;0.142893896
10;0.138858035
15;0.139370427
20;0.13766925
25;0.137003973
30;0.140588939
35;0.139181584
40;0.139648184
45;0.138228491
50;0.135607347
55;0.140943483
60;0.134588912
65;0.137299508
70;0.137588263
75;0.137472153
80;0.141241565
85;0.137137666
90;0.137652054
95;0.137050062
100;0.136825845
105;0.137587294
110;0.138001472
115;0.137562528
120;0.135995388
125;0.136644006
130;0.135498285
135;0.136914834
140;0.141810372
145;0.139310688
150;0.135504514
155;0.13863793
160;0.139757022
165;0.136212125
170;0.135658637
175;0.135502174
180;0.139829352
185;0.137042433
190;0.137801781
195;0.136034146
200;0.142187387
205;0.138627306
210;0.137157187
215;0.134336755
220;0.14137277
225;0.13698262
230;0.135345533
235;0.136891529
240;0.139643773
245;0.139590696
250;0.132655501
255;0.141377881
260;0.139228866
265;0.137201011
270;0.1350732
275;0.133662283
280;0.135272548
285;0.140321165
290;0.137337163
295;0.137342528
5;0.143585011
10;0.140053496
15;0.13992402
20;0.141015932
25;0.134646505
30;0.137577713
35;0.138629034
40;0.134932473
45;0.135882244
50;0.138390929
55;0.138276383
60;0.139945164
65;0.138269126
70;0.139860556
75;0.136287361
80;0.138869062
85;0.132298931
90;0.135449097
95;0.138574615
100;0.134023011
105;0.137341172
110;0.138864443
115;0.137153968
120;0.136155099
125;0.13793394
130;0.139152721
135;0.141171545
140;0.139069796
145;0.135563344
150;0.143392161
155;0.13829568
160;0.138037115
165;0.136479244
170;0.138722777
175;0.134931341
180;0.133479103
185;0.135334894
190;0.137790397
195;0.138151094
200;0.136426628
205;0.139462322
210;0.139340803
215;0.141791403
220;0.140503526
225;0.134650692
230;0.135556579
235;0.139346883
240;0.136990681
245;0.1425111
250;0.136054128
255;0.137405261
260;0.13992928
265;0.137974262
270;0.137650371
275;0.135691628
280;0.134814993
285;0.139832914
290;0.134169519
295;0.137867436
5;0.142453671
10;0.141613171
15;0.138398543
20;0.13806054
25;0.135464817
30;0.135223582
35;0.142243385
40;0.139832363
45;0.138358206
50;0.138403282
55;0.138392031
60;0.136942208
65;0.134451181
70;0.137592852
75;0.137509078
80;0.136122346
85;0.1372675
90;0.133685991
95;0.139568374
100;0.141069591
105;0.135743126
110;0.140690312
115;0.135736659
120;0.135946587
125;0.137867004
130;0.140177667
135;0.134067193
140;0.137405872
145;0.136690348
150;0.138896316
155;0.137024671
160;0.135373712
165;0.13827154
170;0.138832897
175;0.13693437
180;0.143317327
185;0.131632119
190;0.136070907
195;0.137257472
200;0.139926597
205;0.135430992
210;0.137453571
215;0.136139721
220;0.13714467
225;0.136985242
230;0.137340188
235;0.13674742
240;0.134157211
245;0.133563697
250;0.141152263
255;0.136438012
260;0.13639988
265;0.138736114
270;0.134718865
275;0.134145498
280;0.139870629
285;0.140263721
290;0.136073187
295;0.135340333
5;0.142620012
10;0.145571545
15;0.140212998
20;0.143775836
25;0.138453782
30;0.135411531
35;0.139642313
40;0.135804489
45;0.139619932
50;0.143350169
55;0.139351502
60;0.141072154
65;0.134008557
70;0.139874801
75;0.13636446
80;0.142635524
85;0.138087824
90;0.136918351
95;0.138484091
100;0.141552567
105;0.138158023
110;0.136657298
115;0.138938382
120;0.138092577
125;0.135045007
130;0.140505329
135;0.135215104
140;0.138984755
145;0.137020499
150;0.139068902
155;0.135631785
160;0.139248133
165;0.137364656
170;0.137963161
175;0.136293799
180;0.143486738
185;0.136727437
190;0.139320493
195;0.135069281
200;0.13928555
205;0.137441322
210;0.13855724
215;0.136220485
220;0.137897
225;0.137905702
230;0.138208315
235;0.132133111
240;0.139551535
245;0.139752552
250;0.135451898
255;0.133694589
260;0.132289335
265;0.135442287
270;0.140157282
275;0.13558203
280;0.14227879
285;0.136050671
290;0.136410356
295;0.135392159
5;0.142231926
10;0.143831506
15;0.143913567
20;0.141404897
25;0.136649042
30;0.134157613
35;0.137891278
40;0.137439221
45;0.137248352
50;0.137157649
55;0.135220677
60;0.138471931
65;0.137834311
70;0.136725947
75;0.137442321
80;0.134614959
85;0.134075165
90;0.136632517
95;0.137671709
100;0.138251469
105;0.140225813
110;0.137187839
115;0.135312766
120;0.136770725
125;0.138372824
130;0.137860939
135;0.135310605
140;0.138813585
145;0.138858169
150;0.137132615
155;0.139314398
160;0.136771187
165;0.138012782
170;0.141487435
175;0.140501261
180;0.132956415
185;0.136389524
190;0.135676056
195;0.139259696
200;0.136639044
205;0.137518629
210;0.138007015
215;0.140336692
220;0.139478669
225;0.134949297
230;0.138410732
235;0.143444255
240;0.13655223
245;0.138578922
250;0.136581436
255;0.140389353
260;0.14054884
265;0.140888289
270;0.143517941
275;0.13627255
280;0.133663669
285;0.138912678
290;0.136561513
295;0.139205486
5;0.139168695
10;0.141336054
15;0.136352241
20;0.138636827
25;0.145981431
30;0.135607898
35;0.136276126
40;0.137906641
45;0.136807725
50;0.143126562
55;0.13726823
60;0.137031168
65;0.138705969
70;0.137517259
75;0.138945013
80;0.136956424
85;0.138029128
90;0.138465956
95;0.135804027
100;0.137080535
105;0.135997519
110;0.132855549
115;0.137257084
120;0.135320023
125;0.135697767
130;0.138569817
135;0.136110649
140;0.13585858
145;0.136413231
150;0.135218248
155;0.139877781
160;0.140191182
165;0.139445215
170;0.135597721
175;0.139435843
180;0.140658915
185;0.139974743
190;0.140634373
195;0.137807637
200;0.137734607
205;0.138981774
210;0.139763907
215;0.135901898
220;0.135227084
225;0.137883335
230;0.140628427
235;0.133397564
240;0.140372515
245;0.136612698
250;0.137478083
255;0.14001523
260;0.136175424
265;0.136107653
270;0.136189029
275;0.136444226
280;0.137233883
285;0.136938825
290;0.147102445
295;0.139813885
5;0.144352436
10;0.140427068
15;0.138656721
20;0.140193045
25;0.144489363
30;0.137941435
35;0.140758991
40;0.136588529
45;0.139298692
50;0.143646151
55;0.135798007
60;0.140392855
65;0.138549
70;0.135316476
75;0.140446842
80;0.135057896
85;0.138120979
90;0.135916248
95;0.140523672
100;0.135610372
105;0.13775757
110;0.142469794
115;0.136518076
120;0.132763684
125;0.137967691
130;0.136120245
135;0.140812531
140;0.141837776
145;0.137513712
150;0.135384649
155;0.138462782
160;0.134439275
165;0.134592399
170;0.139270514
175;0.134022474
180;0.137000605
185;0.136631414
190;0.137788832
195;0.134865865
200;0.139626682
205;0.138589919
210;0.139724553
215;0.13523072
220;0.137380913
225;0.139209315
230;0.138381585
235;0.137090459
240;0.138373509
245;0.139700085
250;0.137852639
255;0.137494221
260;0.137491345
265;0.137997612
270;0.136022896
275;0.134619266
280;0.141026735
285;0.144308984
290;0.139059111
295;0.139731392
5;0.14299573
10;0.141685516
15;0.144077972
20;0.14178364
25;0.13916935
30;0.140626997
35;0.138142809
40;0.141210437
45;0.134663239
50;0.138780236
55;0.138634995
60;0.138511479
65;0.136753336
70;0.136030763
75;0.134479851
80;0.137856439
85;0.138719589
90;0.136585906
95;0.13434419
100;0.136479557
105;0.137827128
110;0.139400035
115;0.135692328
120;0.136610895
125;0.139063507
130;0.138384998
135;0.141890213
140;0.137791574
145;0.137128353
150;0.140005007
155;0.135625198
160;0.135968462
165;0.135425031
170;0.138004288
175;0.141897291
180;0.138646141
185;0.136139795
190;0.138868064
195;0.136797994
200;0.136245415
205;0.141362324
210;0.138914689
215;0.135386318
220;0.136530384
225;0.137254462
230;0.138026208
235;0.13674973
240;0.134821787
245;0.143322945
250;0.1349774
255;0.140441254
260;0.139904976
265;0.132881925
270;0.135692284
275;0.136580601
280;0.136643559
285;0.140509993
290;0.138269186
295;0.136510894
5;0.142789111
10;0.141455293
15;0.137327567
20;0.140570849
25;0.13685298
30;0.138979971
35;0.141596273
40;0.138394207
45;0.134823397
50;0.137784213
55;0.141378582
60;0.137046665
65;0.136961401
70;0.142163172
75;0.136905178
80;0.134027719
85;0.136945933
90;0.134877488
95;0.134612352
100;0.139173031
105;0.139778808
110;0.138520852
115;0.136869878
120;0.139157787
125;0.138379082
130;0.133411363
135;0.137970716
140;0.134900853
145;0.136660546
150;0.142450318
155;0.135799348
160;0.137497783
165;0.135201171
170;0.136933938
175;0.139400169
180;0.138338208
185;0.133207709
190;0.141794428
195;0.133585796
200;0.134727046
205;0.13527751
210;0.134058297
215;0.136133179
220;0.138718903
225;0.136651114
230;0.13429229
235;0.140099093
240;0.136260137
245;0.137347534
250;0.135007307
255;0.135876268
260;0.135322079
265;0.139022961
270;0.134772897
275;0.14048402
280;0.138487846
285;0.136881337
290;0.142302647
295;0.134703293
5;0.141493991
10;0.138558805
15;0.140368193
20;0.13704516
25;0.144166753
30;0.138129398
35;0.13995783
40;0.137172043
45;0.138369009
50;0.138874754
55;0.136051923
60;0.13618724
65;0.138074443
70;0.13974385
75;0.135970309
80;0.13703768
85;0.137000859
90;0.138073698
95;0.134218469
100;0.136004508
105;0.138044432
110;0.139345273
115;0.135244548
120;0.139674351
125;0.138349175
130;0.138253555
135;0.138475388
140;0.134989813
145;0.138210401
150;0.135120124
155;0.140782461
160;0.137091756
165;0.137565956
170;0.135367513
175;0.140591294
180;0.141984418
185;0.137694269
190;0.13556236
195;0.136466116
200;0.139755726
205;0.136692688
210;0.142427593
215;0.136008903
220;0.134269983
225;0.135757789
230;0.143263534
235;0.135271743
240;0.13400194
245;0.139599174
250;0.138592482
255;0.136898071
260;0.143053845
265;0.136722341
270;0.137421116
275;0.140119895
280;0.133791551
285;0.134664744
290;0.13218461
295;0.137685239
5;0.144715101
10;0.144081399
15;0.137019068
20;0.135829732
25;0.142556459
30;0.135665953
35;0.137362793
40;0.140664712
45;0.140495494
50;0.149299294
55;0.137222126
60;0.137320399
65;0.136710554
70;0.140921071
75;0.136631146
80;0.134612069
85;0.137239307
90;0.137867451
95;0.137006491
100;0.132378086
105;0.141216025
110;0.139339283
115;0.140506253
120;0.142255113
125;0.132008642
130;0.140270635
135;0.13871558
140;0.135161817
145;0.133654878
150;0.133324057
155;0.136902764
160;0.138308346
165;0.136818513
170;0.136434242
175;0.144746244
180;0.139714152
185;0.134591594
190;0.13789399
195;0.135702208
200;0.136658728
205;0.137142852
210;0.134688526
215;0.133969709
220;0.136066452
225;0.141058862
230;0.137047634
235;0.136926025
240;0.139478907
245;0.135978907
250;0.135347262
255;0.135375112
260;0.133819014
265;0.141553551
270;0.133581251
275;0.135917529
280;0.136236027
285;0.133481622
290;0.136801586
295;0.139737055
5;0.143804714
10;0.143200636
15;0.137446538
20;0.136278555
25;0.135466442
30;0.139339998
35;0.135984346
40;0.140621573
45;0.1393639
50;0.137828574
55;0.138447046
60;0.135342449
65;0.137788117
70;0.138894662
75;0.137742728
80;0.138308778
85;0.135628834
90;0.1373014
95;0.138191089
100;0.141086966
105;0.143367812
110;0.139072865
115;0.136258766
120;0.135022059
125;0.142034113
130;0.138697758
135;0.136771634
140;0.132556304
145;0.138070419
150;0.139889419
155;0.13860482
160;0.140477285
165;0.136238962
170;0.140885442
175;0.137222603
180;0.137159079
185;0.136438102
190;0.138834089
195;0.134924501
200;0.140098259
205;0.139153138
210;0.133897632
215;0.134667709
220;0.140571579
225;0.135940582
230;0.141361415
235;0.140282005
240;0.133380398
245;0.135238886
250;0.136641845
255;0.136962906
260;0.135525435
265;0.136776567
270;0.142353311
275;0.137531549
280;0.137132227
285;0.13830398
290;0.136486873
295;0.138731748
5;0.140701517
10;0.138393655
15;0.141073883
20;0.13798444
25;0.139429748
30;0.13606973
35;0.139637783
40;0.136584878
45;0.138655692
50;0.138682723
55;0.137004435
60;0.137697279
65;0.134928942
70;0.139149949
75;0.137070894
80;0.136059716
85;0.139323071
90;0.133802265
95;0.136489004
100;0.136335596
105;0.135780483
110;0.135917038
115;0.138675973
120;0.135688171
125;0.136643663
130;0.135780275
135;0.136177301
140;0.138007209
145;0.137726739
150;0.135033503
155;0.136550456
160;0.134386778
165;0.136212602
170;0.140235275
175;0.138047755
180;0.140834838
185;0.140998855
190;0.137253389
195;0.137917206
200;0.133646369
205;0.135656416
210;0.136896521
215;0.14135386
220;0.137205228
225;0.135483235
230;0.14380452
235;0.140169486
240;0.134622991
245;0.135968283
250;0.139481142
255;0.13996473
260;0.137773454
265;0.137761578
270;0.135297194
275;0.137934059
280;0.135295108
285;0.135930091
290;0.137599707
295;0.137960061
5;0.142722249
10;0.140654311
15;0.147699237
20;0.142238304
25;0.140146896
30;0.138901502
35;0.139767364
40;0.13535583
45;0.13752006
50;0.139668882
55;0.13983199
60;0.133191213
65;0.136106431
70;0.140713185
75;0.13838686
80;0.137864619
85;0.13438195
90;0.136239156
95;0.139671877
100;0.137004554
105;0.138006359
110;0.135292813
115;0.137894258
120;0.138553783
125;0.14015995
130;0.134428933
135;0.137619808
140;0.138343975
145;0.135573894
150;0.137951717
155;0.137561157
160;0.13531217
165;0.137862727
170;0.136295661
175;0.140205592
180;0.135554999
185;0.137087733
190;0.140433386
195;0.140050679
200;0.136907935
205;0.132675782
210;0.140438378
215;0.141484469
220;0.139219329
225;0.134653062
230;0.134545192
235;0.136523083
240;0.136485979
245;0.133714736
250;0.135019377
255;0.137031481
260;0.135937661
265;0.137229905
270;0.140200019
275;0.13748078
280;0.135701701
285;0.140381053
290;0.139372408
295;0.135248378
5;0.141725272
10;0.13992016
15;0.143646464
20;0.138736531
25;0.135560527
30;0.136937201
35;0.139743224
40;0.133637175
45;0.137946054
50;0.138650656
55;0.135622352
60;0.139618501
65;0.137927279
70;0.140467092
75;0.135734692
80;0.136440471
85;0.141633749
90;0.13826181
95;0.135359436
100;0.136751667
105;0.138256401
110;0.138070211
115;0.136974812
120;0.138229847
125;0.135430619
130;0.138815939
135;0.136684403
140;0.137791514
145;0.13971664
150;0.136853576
155;0.13657549
160;0.14250204
165;0.138820589
170;0.142552271
175;0.135558814
180;0.138646066
185;0.135799602
190;0.137518898
195;0.134318396
200;0.134250671
205;0.141755223
210;0.13942267
215;0.136375874
220;0.139329627
225;0.142752215
230;0.146046013
235;0.139642417
240;0.145757243
245;0.139379114
250;0.134933829
255;0.136998147
260;0.136957765
265;0.135426074
270;0.132567957
275;0.1382211
280;0.137850434
285;0.135008469
290;0.137934059
295;0.136251941
5;0.146751821
10;0.139203995
15;0.138092294
20;0.137547851
25;0.140904248
30;0.135107726
35;0.138022333
40;0.137322217
45;0.137070984
50;0.13611652
55;0.140534192
60;0.140434638
65;0.138361856
70;0.135769337
75;0.13692759
80;0.138638049
85;0.135392755
90;0.140576631
95;0.137076944
100;0.13482748
105;0.135998189
110;0.136335105
115;0.134786189
120;0.137517825
125;0.136898011
130;0.138749674
135;0.140270457
140;0.133696839
145;0.140954405
150;0.135138825
155;0.136379734
160;0.13951233
165;0.140222654
170;0.134994134
175;0.139142588
180;0.140851095
185;0.1378012
190;0.137847096
195;0.139837518
200;0.135671601
205;0.136850357
210;0.144818485
215;0.136338845
220;0.134917334
225;0.138107479
230;0.139951423
235;0.138167486
240;0.135545358
245;0.138237923
250;0.139505789
255;0.138737336
260;0.137949586
265;0.136321515
270;0.134380355
275;0.138675898
280;0.138482437
285;0.13672407
290;0.135548979
295;0.143762469
5;0.141791642
10;0.14584361
15;0.143404871
20;0.13625887
25;0.148027465
30;0.136967331
35;0.139445141
40;0.140978605
45;0.138262078
50;0.136302009
55;0.137459546
60;0.137788758
65;0.137675285
70;0.139001966
75;0.139765769
80;0.139659002
85;0.138897419
90;0.137266457
95;0.141377032
100;0.138133436
105;0.13851136
110;0.13853389
115;0.136723489
120;0.140743226
125;0.140053436
130;0.138901412
135;0.137101516
140;0.133383453
145;0.145194784
150;0.135204241
155;0.132463068
160;0.134876028
165;0.137634218
170;0.136122078
175;0.138370469
180;0.137735248
185;0.137044758
190;0.13843964
195;0.138867244
200;0.135829777
205;0.135083094
210;0.136583865
215;0.139010459
220;0.134053931
225;0.137310311
230;0.138206258
235;0.136780664
240;0.138641194
245;0.13391012
250;0.137144297
255;0.136157483
260;0.139633596
265;0.134598911
270;0.13800928
275;0.138833106
280;0.134380013
285;0.135582119
290;0.135498434
295;0.134928539
5;0.138248131
10;0.143880501
15;0.13895753
20;0.139187202
25;0.14383781
30;0.14059411
35;0.137767836
40;0.138425723
45;0.139884427
50;0.138082057
55;0.136558384
60;0.139999077
65;0.138702676
70;0.145815641
75;0.139710024
80;0.135885313
85;0.136140168
90;0.139785856
95;0.137089387
100;0.133785844
105;0.138749108
110;0.141754314
115;0.136077657
120;0.139785513
125;0.136556998
130;0.137865439
135;0.136330307
140;0.136136442
145;0.142037034
150;0.135155722
155;0.137770668
160;0.136336133
165;0.133588135
170;0.136669889
175;0.138297275
180;0.138113216
185;0.135754481
190;0.135018751
195;0.135104612
200;0.140291631
205;0.135035783
210;0.138580441
215;0.138715059
220;0.136296347
225;0.13808699
230;0.136961982
235;0.144723073
240;0.135061756
245;0.140256897
250;0.140003517
255;0.137852907
260;0.136420012
265;0.1386621
270;0.135466039
275;0.138982788
280;0.139722094
285;0.138274208
290;0.13716732
295;0.135664031
5;0.141349211
10;0.143838823
15;0.136833236
20;0.141323328
25;0.13971743
30;0.136916846
35;0.143423527
40;0.141170934
45;0.139261901
50;0.135310963
55;0.136819392
60;0.135385126
65;0.136984691
70;0.135539681
75;0.136332467
80;0.135451764
85;0.136595219
90;0.136924297
95;0.140244707
100;0.139403909
105;0.140916526
110;0.139664173
115;0.137655243
120;0.137317464
125;0.136138529
130;0.137406349
135;0.138475016
140;0.137493238
145;0.141125336
150;0.133133799
155;0.136715531
160;0.141922444
165;0.139387906
170;0.139124691
175;0.134836882
180;0.138222456
185;0.136650205
190;0.135003224
195;0.13819243
200;0.136970416
205;0.13910611
210;0.141484126
215;0.13497287
220;0.139291897
225;0.139228165
230;0.139934152
235;0.136258423
240;0.137966692
245;0.136634946
250;0.134784952
255;0.13874422
260;0.139554277
265;0.135425404
270;0.138084874
275;0.134280115
280;0.139433488
285;0.13766028
290;0.142159328
295;0.13676241
5;0.144642055
10;0.144896865
15;0.142689079
20;0.136989459
25;0.135257542
30;0.133474484
35;0.134707972
40;0.138986707
45;0.137485504
50;0.134996951
55;0.142066315
60;0.138067201
65;0.138335183
70;0.137573123
75;0.139791429
80;0.13690491
85;0.134092629
90;0.139574721
95;0.133885801
100;0.137279764
105;0.137089685
110;0.135669097
115;0.13491112
120;0.138130933
125;0.136581376
130;0.134164989
135;0.140060633
140;0.135567069
145;0.136207074
150;0.135243177
155;0.138251513
160;0.141878083
165;0.133590162
170;0.135892481
175;0.135259986
180;0.138360023
185;0.135159537
190;0.135943457
195;0.140449002
200;0.13905488
205;0.136707321
210;0.135966673
215;0.131731704
220;0.136338308
225;0.131278545
230;0.137881756
235;0.138057441
240;0.13736771
245;0.1355768
250;0.138462439
255;0.133538887
260;0.139580026
265;0.141271904
270;0.138211578
275;0.136674076
280;0.134320453
285;0.137932003
290;0.136983395
295;0.139547259
5;0.142266363
10;0.141303077
15;0.136646524
20;0.14045684
25;0.134383187
30;0.137274295
35;0.138171121
40;0.140552953
45;0.139402658
50;0.137187839
55;0.136032313
