n;mae
80;0.138679579
85;0.136140883
90;0.136491761
95;0.138636693
100;0.136242688
105;0.137856945
110;0.134608254
115;0.13373895
120;0.139208555
125;0.135416761
130;0.138288394
135;0.135171503
140;0.139735386
145;0.138694525
150;0.136952087
155;0.138195783
160;0.134467959
165;0.135425329
170;0.136958286
175;0.136588693
180;0.134833917
185;0.136170447
190;0.137913451
195;0.14026022
200;0.137577116
205;0.139595523
210;0.139340669
215;0.134536445
220;0.140042722
225;0.13693431
230;0.136468247
235;0.135727018
240;0.134807661
245;0.1381917
250;0.131324083
255;0.137859717
260;0.134085521
265;0.141337708
270;0.137036622
275;0.135920256
280;0.137208149
285;0.134883925
290;0.141677722
295;0.136287019
5;0.14128834
10;0.139277205
15;0.141048014
20;0.136260837
25;0.138506129
30;0.139629215
35;0.136259481
40;0.136955261
45;0.14030911
50;0.141847119
55;0.142884195
60;0.138234034
65;0.139661908
70;0.139466524
75;0.141250789
80;0.138996303
85;0.139994875
90;0.137227222
95;0.141519219
100;0.135068282
105;0.137478322
110;0.136081934
115;0.13528423
120;0.137514323
125;0.139140248
130;0.136583507
135;0.136103734
140;0.138079643
145;0.136655048
150;0.137902245
155;0.139966577
160;0.138617933
165;0.140677452
170;0.1371824
175;0.1367632
180;0.137612969
185;0.137268141
190;0.140401691
195;0.139666662
200;0.141724765
205;0.135868832
210;0.136055872
215;0.139685571
220;0.135831967
225;0.144646689
230;0.139989108
235;0.136641875
240;0.139505163
245;0.140839815
250;0.138375342
255;0.142746001
260;0.138826519
265;0.141456023
270;0.139221311
275;0.139921486
280;0.141381562
285;0.139470577
290;0.137799963
295;0.137983724
5;0.144587159
10;0.140012726
15;0.144461781
20;0.13545157
25;0.138410509
30;0.134486616
35;0.139799222
40;0.136543423
45;0.143453181
50;0.140988529
55;0.135301352
60;0.134217665
65;0.138173535
70;0.135370731
75;0.130833343
80;0.1392501
85;0.134748384
90;0.136912718
95;0.136209697
100;0.138108611
105;0.137737259
110;0.137090847
115;0.13699919
120;0.137310728
125;0.135221198
130;0.143737048
135;0.138474688
140;0.135991037
145;0.140695661
150;0.138603136
155;0.137926877
160;0.14004384
165;0.141468123
170;0.137988329
175;0.132665068
180;0.138511688
185;0.135475025
190;0.135753155
195;0.137851641
200;0.139214829
205;0.138722807
210;0.135861829
215;0.138916314
220;0.139880478
225;0.137859449
230;0.136338696
235;0.139481783
240;0.135772809
245;0.136988863
250;0.139174417
255;0.135369912
260;0.134142578
265;0.137158811
270;0.138912782
275;0.137706399
280;0.139392704
285;0.137423918
290;0.137241691
295;0.136331424
5;0.139222801
10;0.140210226
15;0.138008088
20;0.139543548
25;0.141167507
30;0.135096461
35;0.137448192
40;0.138645202
45;0.137532964
50;0.137833342
55;0.141423672
60;0.136548519
65;0.137498111
70;0.134284616
75;0.133446351
80;0.138188973
85;0.134400472
90;0.139298409
95;0.134522736
100;0.134586468
105;0.13931033
110;0.136584863
115;0.13771823
120;0.136632562
125;0.143484965
130;0.136128023
135;0.137108892
140;0.133561879
145;0.134974658
150;0.135635257
155;0.135858744
160;0.138519213
165;0.133763731
170;0.142757416
175;0.136891901
180;0.135998726
185;0.137293547
190;0.136492804
195;0.134525225
200;0.138413861
205;0.138089031
210;0.136175618
215;0.137726381
220;0.133207768
225;0.138407171
230;0.136651337
235;0.136368677
240;0.131446719
245;0.135987177
250;0.13363798
255;0.13738285
260;0.136154875
265;0.140349701
270;0.136463895
275;0.136787966
280;0.141007185
285;0.134807855
290;0.135212377
295;0.141299099
5;0.143975228
10;0.148100093
15;0.140920654
20;0.138264567
25;0.137602895
30;0.13944456
35;0.137737021
40;0.138162851
45;0.142301932
50;0.134342402
55;0.140986383
60;0.141274884
65;0.137687564
70;0.139019594
75;0.1373339
80;0.133368418
85;0.138385534
90;0.137326837
95;0.135136038
100;0.135428771
105;0.13768369
110;0.143114507
115;0.139954373
120;0.136432827
125;0.140566915
130;0.135021329
135;0.141878963
140;0.136332467
145;0.139050543
150;0.13859807
155;0.139485389
160;0.134742185
165;0.134949088
170;0.1378759
175;0.138163865
180;0.13749814
185;0.136797681
190;0.136391148
195;0.134887651
200;0.135906085
205;0.136999145
210;0.134794876
215;0.135983616
220;0.139575243
225;0.136453375
230;0.140173614
235;0.139675468
240;0.136804596
245;0.135979772
250;0.137869731
255;0.134717718
260;0.143678904
265;0.14077206
270;0.137438774
275;0.140160263
280;0.135955364
285;0.140143424
290;0.142651841
295;0.139313623
5;0.143341944
10;0.135855168
15;0.145460173
20;0.137347668
25;0.138973668
30;0.139350921
35;0.136315674
40;0.136989132
45;0.139363438
50;0.137119204
55;0.140476689
60;0.135965616
65;0.138466433
70;0.135773659
75;0.137876973
80;0.138229519
85;0.137693331
90;0.138298273
95;0.137445465
100;0.140850455
105;0.1363478
110;0.135618731
115;0.138959736
120;0.13566348
125;0.137000009
130;0.13739872
135;0.137430757
140;0.138166592
145;0.136121139
150;0.142052755
155;0.135828793
160;0.137262642
165;0.129741326
170;0.139460191
175;0.142324597
180;0.14019303
185;0.139815792
190;0.139072239
195;0.137938425
200;0.133820876
205;0.141024336
210;0.140243292
215;0.137359515
220;0.136572421
225;0.134144977
230;0.141212374
235;0.137436509
240;0.135903046
245;0.137407392
250;0.135113373
255;0.134767756
260;0.138450474
265;0.14175418
270;0.133270517
275;0.135528624
280;0.134034917
285;0.138652682
290;0.133521348
295;0.136006445
5;0.143005729
10;0.142576367
15;0.142011613
20;0.13734208
25;0.140658632
30;0.142639309
35;0.142507806
40;0.140821084
45;0.13990964
50;0.137674958
55;0.137442097
60;0.136252195
65;0.139693961
70;0.139860451
75;0.133577421
80;0.137421116
85;0.139957085
90;0.139057741
95;0.133822531
100;0.139287472
105;0.13566561
110;0.136024132
115;0.136876076
120;0.138647139
125;0.137555778
130;0.139417663
135;0.138019636
140;0.135970801
145;0.136078432
150;0.137489766
155;0.141036123
160;0.139082283
165;0.138721958
170;0.137880012
175;0.136965781
180;0.137890667
185;0.137384906
190;0.137842193
195;0.133980572
200;0.134317368
205;0.135467172
210;0.137001246
215;0.136330798
220;0.133256763
225;0.136621594
230;0.13962552
235;0.136638403
240;0.140412018
245;0.138320744
250;0.14111422
255;0.140224785
260;0.134123892
265;0.138526157
270;0.135315061
275;0.138666213
280;0.135260031
285;0.135551289
290;0.136723965
295;0.136987314
5;0.143791944
10;0.141598612
15;0.139124617
20;0.141115353
25;0.147514686
30;0.13580659
35;0.136775464
40;0.139238432
45;0.136283115
50;0.139877528
55;0.133380875
60;0.140907958
65;0.136593312
70;0.136505008
75;0.136955559
80;0.135210499
85;0.137533411
90;0.135951862
95;0.135213435
100;0.140353307
105;0.141056538
110;0.136311576
115;0.137886003
120;0.135632619
125;0.136407107
130;0.134127438
135;0.135150567
140;0.135000572
145;0.136280626
150;0.136832595
155;0.135580972
160;0.137830272
165;0.136426598
170;0.139181003
175;0.13670601
180;0.134435326
185;0.140182048
190;0.136614323
195;0.132797346
200;0.142111465
205;0.135766625
210;0.143003538
215;0.138505027
220;0.138187617
225;0.136033311
230;0.138561442
235;0.1359694
240;0.136385947
245;0.135418504
250;0.13700372
255;0.135379031
260;0.134030566
265;0.136911392
270;0.134976283
275;0.139365748
280;0.136498198
285;0.133379608
290;0.135951132
295;0.139801964
5;0.142866716
10;0.142455801
15;0.139099583
20;0.140939325
25;0.142614529
30;0.135894626
35;0.137837261
40;0.136582673
45;0.136505902
50;0.138852522
55;0.140781015
60;0.134183794
65;0.139881566
70;0.138484195
75;0.140587121
80;0.141508147
85;0.136487961
90;0.1373716
95;0.138318792
100;0.136933804
105;0.13495326
110;0.138386786
115;0.139521629
120;0.135436997
125;0.136200756
130;0.13447319
135;0.136583835
140;0.136292905
145;0.13574551
150;0.137775838
155;0.137901768
160;0.13842915
165;0.135623708
170;0.141049147
175;0.138588846
180;0.135786444
185;0.133402959
190;0.132625148
195;0.142171383
200;0.135956213
205;0.137588158
210;0.141870797
215;0.13664183
220;0.13614063
225;0.134030133
230;0.138770804
235;0.132601902
240;0.13693133
245;0.136150405
250;0.137386978
255;0.13583453
260;0.141021818
265;0.136989385
270;0.138375297
275;0.140270084
280;0.13631551
285;0.139171526
290;0.137511089
295;0.136814833
5;0.144203007
10;0.141094044
15;0.143709615
20;0.136655465
25;0.136585414
30;0.138946503
35;0.137829334
40;0.137344539
45;0.136888683
50;0.138333693
55;0.134483323
60;0.137640521
65;0.135626853
70;0.13769275
75;0.135655269
80;0.13880986
85;0.141299412
90;0.138387337
95;0.1384525
100;0.133601308
105;0.136137158
110;0.135262713
115;0.13549687
120;0.13652201
125;0.133982047
130;0.135995239
135;0.134746
140;0.137788311
145;0.141166225
150;0.138051853
155;0.136909619
160;0.141058594
165;0.137070328
170;0.140858456
175;0.137026235
180;0.136293843
185;0.137940705
190;0.135398194
195;0.136762664
200;0.137403011
205;0.133964404
210;0.13521333
215;0.137747049
220;0.133486181
225;0.13504225
230;0.139834255
235;0.136021242
240;0.139315248
245;0.13468945
250;0.137061149
255;0.133499175
260;0.13372077
265;0.136206329
270;0.13638635
275;0.138596475
280;0.137262166
285;0.135985747
290;0.137432843
295;0.140107796
5;0.14141199
10;0.145316347
15;0.140882164
20;0.141240284
25;0.138930097
30;0.143541053
35;0.135362521
40;0.140865684
45;0.138932109
50;0.144932225
55;0.134758681
60;0.134941399
65;0.140039727
70;0.133961782
75;0.13718456
80;0.138527781
85;0.137898028
90;0.137111679
95;0.137676686
100;0.137373984
105;0.136797622
110;0.138197005
115;0.137799054
120;0.13806513
125;0.135893494
130;0.132675782
135;0.141888037
140;0.135637805
145;0.136904553
150;0.134769917
155;0.133076757
160;0.140832871
165;0.1410864
170;0.133630008
175;0.136789635
180;0.140844911
185;0.138383508
190;0.133730516
195;0.138112143
200;0.13737756
205;0.138682514
210;0.136206627
215;0.136993244
220;0.132711381
225;0.135877982
230;0.136695355
235;0.146312386
240;0.138583511
245;0.140489459
250;0.135393709
255;0.135799378
260;0.137671322
265;0.13699618
270;0.139425427
275;0.140128881
280;0.134603053
285;0.13502802
290;0.136366487
295;0.136801556
5;0.142809346
10;0.138434887
15;0.1461851
20;0.150788635
25;0.137253404
30;0.140875354
35;0.135299101
40;0.137557894
45;0.139581457
50;0.138088331
55;0.133565277
60;0.135403097
65;0.141610026
70;0.138327137
75;0.140344426
80;0.139605761
85;0.136758521
90;0.135250777
95;0.135014817
100;0.139663815
105;0.137111828
110;0.140276492
115;0.137177706
120;0.135048345
125;0.138214946
130;0.133750707
135;0.138648748
140;0.13808085
145;0.136619389
150;0.136380479
155;0.135026366
160;0.138247818
165;0.136087507
170;0.138223588
175;0.139332548
180;0.138576284
185;0.144632071
190;0.142726526
195;0.133822903
200;0.13654089
205;0.13844654
210;0.14315398
215;0.140230045
220;0.134152442
225;0.136834413
230;0.142788127
235;0.133760139
240;0.135768697
245;0.135537788
250;0.136595041
255;0.134966403
260;0.136171639
265;0.138104886
270;0.140083224
275;0.141346529
280;0.143684119
285;0.134473115
290;0.134384155
295;0.134951681
5;0.141270787
10;0.141406178
15;0.138900906
20;0.137524262
25;0.142722681
30;0.136834443
35;0.13296555
40;0.144400924
45;0.135564059
50;0.136898935
55;0.137644351
60;0.136039361
65;0.138408199
70;0.141137317
75;0.13595292
80;0.137875512
85;0.138003916
90;0.136485562
95;0.137523815
100;0.136882424
105;0.136379004
110;0.139603391
115;0.13765277
120;0.140630364
125;0.141173393
130;0.139478281
135;0.13935414
140;0.13706398
145;0.138952419
150;0.140803739
155;0.134955868
160;0.135834649
165;0.137710392
170;0.137566194
175;0.137784094
180;0.13961333
185;0.142494708
190;0.137642264
195;0.136458725
200;0.137354538
205;0.143130958
210;0.134573519
215;0.135805234
220;0.138353407
225;0.137496978
230;0.135327131
235;0.136720836
240;0.138891548
245;0.141495109
250;0.138332844
255;0.137846947
260;0.138727516
265;0.136773571
270;0.135852978
275;0.135792017
280;0.133846417
285;0.13718684
290;0.136459425
295;0.135785803
5;0.142833978
10;0.14221251
15;0.135645166
20;0.137363389
25;0.13908869
30;0.143020079
35;0.139882281
40;0.136697978
45;0.139820307
50;0.137006745
55;0.137613475
60;0.137634858
65;0.136281312
70;0.139300346
75;0.139490813
80;0.136449769
85;0.137508467
90;0.13789773
95;0.141889602
100;0.140772909
105;0.139610127
110;0.134897292
115;0.136903495
120;0.137506202
125;0.137774691
130;0.135684192
135;0.13444528
140;0.138706699
145;0.138593569
150;0.139230236
155;0.137748837
160;0.135024726
165;0.138134107
170;0.139552489
175;0.136650145
180;0.134294182
185;0.137807846
190;0.140194178
195;0.136139378
200;0.136393338
205;0.139719352
210;0.137525231
215;0.138134822
220;0.138105512
225;0.135885224
230;0.136402324
235;0.142136574
240;0.141484231
245;0.136658221
250;0.132261962
255;0.136793658
260;0.135994375
265;0.13862282
270;0.140320852
275;0.134572908
280;0.140660033
285;0.143195912
290;0.139004186
295;0.139751688
5;0.144647956
10;0.141049027
15;0.139582172
20;0.136070982
25;0.143063739
30;0.136255369
35;0.137509122
40;0.14209576
45;0.134470567
50;0.139474005
55;0.135472432
60;0.137323648
65;0.138699234
70;0.139946803
75;0.141537577
80;0.138229236
85;0.13705498
90;0.135947183
95;0.133816764
100;0.138258517
105;0.136085033
110;0.137028396
115;0.138017848
120;0.137743518
125;0.135320336
130;0.137426838
135;0.135585099
140;0.137870669
145;0.140996993
150;0.136850104
155;0.134743989
160;0.141703993
165;0.137671724
170;0.133816808
175;0.14105396
180;0.138058737
185;0.13454777
190;0.139827564
195;0.135417134
200;0.132512301
205;0.138541773
210;0.13120997
215;0.137041882
220;0.137231335
225;0.139253125
230;0.139218569
235;0.140426606
240;0.134695455
245;0.134850129
250;0.137500703
255;0.141425729
260;0.135877982
265;0.138368368
270;0.136535794
275;0.140246421
280;0.135985583
285;0.13693051
290;0.136707082
295;0.137704507
5;0.144103363
10;0.144807175
15;0.148212492
20;0.137272358
25;0.140875816
30;0.138921753
35;0.138749376
40;0.139414832
45;0.138239294
50;0.138561457
55;0.135435253
60;0.135085687
65;0.138351277
70;0.134375513
75;0.134872288
80;0.13980712
85;0.137659818
90;0.137124106
95;0.135383859
100;0.138018444
105;0.13881588
110;0.136361346
115;0.134257913
120;0.134764716
125;0.137103677
130;0.136185274
135;0.140612364
140;0.136473939
145;0.141009539
150;0.139456049
155;0.136028931
160;0.138453722
165;0.139418796
170;0.139154837
175;0.137043178
180;0.135971293
185;0.139094278
190;0.139195681
195;0.13842234
200;0.141815588
205;0.139875785
210;0.144749865
215;0.133429095
220;0.13400209
225;0.136039943
230;0.139183626
235;0.138010338
240;0.138512716
245;0.136880085
250;0.13988322
255;0.140117005
260;0.139043346
265;0.138653979
270;0.138585344
275;0.13890633
280;0.136984393
285;0.13465856
290;0.137962639
295;0.140196428
5;0.142636999
10;0.141735464
15;0.140929863
20;0.140088052
25;0.138546646
30;0.136815906
35;0.137901366
40;0.137549087
45;0.13752228
50;0.137696445
55;0.135382295
60;0.13763684
65;0.133951575
70;0.138488099
75;0.140425771
80;0.136512548
85;0.138669491
90;0.138070643
95;0.137684092
100;0.138695344
105;0.137798578
110;0.138525978
115;0.138314888
120;0.137341365
125;0.138131857
130;0.13924244
135;0.135165945
140;0.136924922
145;0.133617699
150;0.141331539
155;0.135992378
160;0.137315333
165;0.138657242
170;0.134464309
175;0.136282176
180;0.134866282
185;0.13669613
190;0.143052354
195;0.134510547
200;0.135688618
205;0.137142465
210;0.135191366
215;0.137679636
220;0.14401719
225;0.139213309
230;0.134798974
235;0.139441997
240;0.134782806
245;0.135670453
250;0.138451353
255;0.138950139
260;0.137259409
265;0.138886914
270;0.140361071
275;0.136406839
280;0.140630186
285;0.135580227
290;0.138221294
295;0.133965299
5;0.144482136
10;0.139186904
15;0.142257631
20;0.137107193
25;0.134070963
30;0.136506662
35;0.142188966
40;0.142445445
45;0.135105163
50;0.13942264
55;0.137065157
60;0.140497342
65;0.136228293
70;0.14042078
75;0.136653453
80;0.137562186
85;0.135302857
90;0.136614829
95;0.138763279
100;0.136702955
105;0.136691406
110;0.136390418
115;0.143548608
120;0.140019849
125;0.137945607
130;0.138081133
135;0.135562435
140;0.1351711
145;0.136808455
150;0.1358722
155;0.135892138
160;0.139331535
165;0.140430123
170;0.136435658
175;0.136555985
180;0.134946987
185;0.139761493
190;0.137385949
195;0.136418998
200;0.138252914
205;0.13829042
210;0.135825127
215;0.137553737
220;0.139928177
225;0.136313826
230;0.137219921
235;0.135796279
240;0.137115702
245;0.1378337
250;0.133590147
255;0.137563333
260;0.137371182
265;0.134826109
270;0.133612871
275;0.136662796
280;0.137025937
285;0.134967566
290;0.139327705
295;0.134566128
5;0.142201141
10;0.143945485
15;0.14045839
20;0.138712659
25;0.138218388
30;0.140437767
35;0.137405694
40;0.134340107
45;0.136877358
50;0.13735725
55;0.137686551
60;0.133101657
65;0.137264743
70;0.139730945
75;0.138379559
80;0.144401252
85;0.139373347
90;0.138291821
95;0.135133162
100;0.135100737
105;0.137768388
110;0.136265948
115;0.140492007
120;0.137542054
125;0.133414358
130;0.139676273
135;0.136886448
140;0.13838616
145;0.135665417
150;0.137101635
155;0.135365009
160;0.142364651
165;0.13713336
170;0.137882993
175;0.136638939
180;0.136045069
185;0.14425762
190;0.142158374
195;0.1383228
200;0.142281666
205;0.137695044
210;0.138246238
215;0.139185935
220;0.135885447
225;0.138983205
230;0.135985479
235;0.137824118
240;0.14107725
245;0.138834193
250;0.133515731
255;0.138524532
260;0.137879983
265;0.133688673
270;0.138924748
275;0.138843298
280;0.134875879
285;0.138173521
290;0.137864366
295;0.13810055
5;0.147857934
10;0.141904801
15;0.139132112
20;0.141790375
25;0.137764111
30;0.13688767
35;0.137090981
40;0.138019949
45;0.13858889
50;0.138642758
55;0.134971067
60;0.135367468
65;0.136260957
70;0.135022715
75;0.136933699
80;0.138064265
85;0.137586743
90;0.135550618
95;0.13570486
100;0.134039506
105;0.143873468
110;0.135174572
115;0.13437894
120;0.134793401
125;0.136723682
130;0.136529177
135;0.134947687
140;0.133387029
145;0.137663543
150;0.137750119
155;0.13415195
160;0.136761114
165;0.137499839
170;0.141121268
175;0.139338225
180;0.135740057
185;0.137120754
190;0.133194998
195;0.137141332
200;0.136373281
205;0.138407379
210;0.136246338
215;0.137419656
220;0.137514919
225;0.133537665
230;0.133571312
235;0.141013816
240;0.137755707
245;0.134522155
250;0.137051478
255;0.135376379
260;0.137005791
265;0.138995975
270;0.137337908
275;0.134519905
280;0.135964453
285;0.140260428
290;0.136759311
295;0.139837816
5;0.141963616
10;0.144171581
15;0.142831221
20;0.14283435
25;0.138973728
30;0.140652269
35;0.138134241
40;0.137011066
45;0.144176334
50;0.138086334
55;0.134981036
60;0.139605299
65;0.134156644
70;0.138672858
75;0.13622275
80;0.137072459
85;0.136567622
90;0.137579501
95;0.138744444
100;0.137181267
105;0.136594757
110;0.136470154
115;0.134932265
120;0.139390767
125;0.140506536
130;0.136333942
135;0.135998592
140;0.136617526
145;0.137442261
150;0.135585576
155;0.136410967
160;0.13654162
165;0.137151286
170;0.137526557
175;0.139541239
180;0.135952413
185;0.139599144
190;0.135012701
195;0.139032379
200;0.139867127
205;0.138366267
210;0.139148012
215;0.142500699
220;0.139847457
225;0.141141042
230;0.13971509
235;0.137155622
240;0.135218695
245;0.134699866
250;0.140456632
255;0.136986673
260;0.13533175
265;0.144188404
270;0.135707468
275;0.136272356
280;0.141448855
285;0.138831034
290;0.136519074
295;0.143480659
5;0.14372538
10;0.143656835
15;0.139594674
20;0.140447155
25;0.139501691
30;0.139333576
35;0.136966094
40;0.136080444
45;0.139446869
50;0.137262806
55;0.137939975
60;0.13907443
65;0.138764098
70;0.136209622
75;0.141150415
80;0.137312815
85;0.135147989
90;0.13875635
95;0.136732876
100;0.13873826
105;0.140301973
110;0.140852258
115;0.135748416
120;0.136435315
125;0.137425929
130;0.135955974
135;0.135481551
140;0.139002308
145;0.135800064
150;0.133873105
155;0.139750943
160;0.137630641
165;0.135868207
170;0.141864493
175;0.135698333
180;0.136567622
185;0.136992738
190;0.140234455
195;0.138150811
200;0.139642805
205;0.132301703
210;0.135691702
215;0.135569021
220;0.136398315
225;0.140478358
230;0.14064236
235;0.133998439
240;0.141410455
245;0.138668627
250;0.139586926
255;0.137346566
260;0.137816221
265;0.13390106
270;0.137338445
275;0.137764484
280;0.135495976
285;0.137239322
290;0.138820395
295;0.136045232
5;0.137832984
10;0.141212657
15;0.147522062
20;0.14137958
25;0.144282132
30;0.13960278
35;0.135795295
40;0.137112215
45;0.136655509
50;0.138046011
55;0.139896005
60;0.13729547
65;0.13667576
70;0.141030163
75;0.136412278
80;0.13852793
85;0.138435856
90;0.136155516
95;0.139158174
100;0.135472655
105;0.138753682
110;0.134303734
115;0.135553986
120;0.137121186
125;0.134065866
130;0.13900429
135;0.13778691
140;0.139427766
145;0.139984936
150;0.138425902
155;0.13789171
160;0.137456536
165;0.139448076
170;0.136599541
175;0.13635011
180;0.142226279
185;0.135847554
190;0.146195874
195;0.135967419
200;0.141708717
205;0.139598861
210;0.137456656
215;0.138709754
220;0.139274552
225;0.138448
230;0.138560757
235;0.134348676
240;0.135931581
245;0.141269639
250;0.133828148
255;0.142450303
260;0.135946393
265;0.137149557
270;0.13392961
275;0.136020064
280;0.140832052
285;0.141137123
290;0.138211817
295;0.136235297
5;0.144341275
10;0.140832156
15;0.142262056
20;0.136857122
25;0.137304634
30;0.140593246
35;0.136707246
40;0.13972652
45;0.138291016
50;0.138105646
55;0.138779655
60;0.13758561
65;0.140952751
70;0.139545456
75;0.137917921
80;0.136222914
85;0.133057788
90;0.137584299
95;0.137643322
100;0.13523744
105;0.135286197
110;0.136302352
115;0.137808844
120;0.13767387
125;0.134654403
130;0.133748546
135;0.137539968
140;0.135717511
145;0.136824936
150;0.133693174
155;0.138052672
160;0.138550341
165;0.13944079
170;0.137078121
175;0.144683853
180;0.136966586
185;0.135609955
190;0.137887821
195;0.136474907
200;0.136966214
205;0.13354595
210;0.134775966
215;0.142179891
220;0.14092958
225;0.137039393
230;0.13605094
235;0.136847883
240;0.135492101
245;0.140684575
250;0.135005862
255;0.135449022
260;0.137505054
265;0.136130005
270;0.142763644
275;0.142285198
280;0.142764986
285;0.138157293
290;0.137212604
295;0.138075203
5;0.141689703
10;0.138218582
15;0.137553617
20;0.142136812
25;0.134302318
30;0.138872311
35;0.139369234
40;0.140105724
45;0.138771102
50;0.136936247
55;0.135808483
60;0.139084816
65;0.141395539
70;0.139485165
75;0.138609469
80;0.135742381
85;0.139017448
90;0.135652542
95;0.139360934
100;0.139338553
105;0.138019845
110;0.136821866
115;0.138628095
120;0.136619657
125;0.136373088
130;0.138720661
135;0.144177601
140;0.141362846
145;0.138037816
150;0.134328529
155;0.136953771
160;0.136820316
165;0.138346896
170;0.139813244
175;0.136064246
180;0.134403899
185;0.137605205
190;0.140847042
195;0.136788487
200;0.137390673
205;0.138967231
210;0.136185423
215;0.135800973
220;0.13665542
225;0.139711261
230;0.138178498
235;0.137971774
240;0.140274122
245;0.13785623
250;0.136243239
255;0.136978179
260;0.142784208
265;0.140760675
270;0.138335302
275;0.139174983
280;0.140354455
285;0.139246687
290;0.132085994
295;0.138089582
5;0.144632638
10;0.143652499
15;0.142719612
20;0.137283549
25;0.141475424
30;0.139826074
35;0.13786526
40;0.140616953
45;0.139167726
50;0.139001906
55;0.138320118
60;0.142805189
65;0.13839224
70;0.135335281
75;0.134586141
80;0.13598907
85;0.137616709
90;0.140191764
95;0.140723288
100;0.140053824
105;0.138375998
110;0.139430687
115;0.134526014
120;0.137082845
125;0.140986219
130;0.137007922
135;0.138246134
140;0.136110052
145;0.144267857
150;0.135005683
155;0.138434693
160;0.132694498
165;0.142373353
170;0.135412067
175;0.138561919
180;0.138179913
185;0.137078837
190;0.137135148
195;0.135687307
200;0.142312035
205;0.140331939
210;0.135595337
215;0.138841718
220;0.140445188
225;0.136727527
230;0.134106204
235;0.140190989
240;0.135371014
245;0.139917672
250;0.130459547
255;0.137630463
260;0.137965098
265;0.139486045
270;0.140013441
275;0.138814747
280;0.139737338
285;0.138320372
290;0.135558859
295;0.133769467
5;0.144741729
10;0.140391707
15;0.13731128
20;0.136976182
25;0.136513829
30;0.138143346
35;0.137577266
40;0.138347134
45;0.138374239
50;0.13755478
55;0.140770748
60;0.136859924
65;0.139929309
70;0.138151824
75;0.138223261
80;0.135736957
85;0.137780115
90;0.141080081
95;0.136888534
100;0.14045316
105;0.14226535
110;0.139838427
115;0.136140689
120;0.138672709
125;0.136930332
130;0.137820572
135;0.136860445
140;0.137440458
145;0.134932011
150;0.137204021
155;0.137883499
160;0.13871567
165;0.139421269
170;0.134153008
175;0.136259228
180;0.139015839
185;0.134325966
190;0.137550324
195;0.135430828
200;0.138353571
205;0.136585087
210;0.1377033
215;0.135719314
220;0.135794491
225;0.136159331
230;0.140855849
235;0.136129215
240;0.13714309
245;0.136631966
250;0.135678083
255;0.135304883
260;0.141026229
265;0.136869222
270;0.138816237
275;0.138733611
280;0.137940943
285;0.139612988
290;0.143162251
295;0.143737584
5;0.146637678
10;0.140946835
15;0.141416371
20;0.139302298
25;0.135623232
30;0.140644729
35;0.140732542
40;0.141065046
45;0.135904744
50;0.138299778
55;0.139106557
60;0.135164306
65;0.137096062
70;0.138135895
75;0.136067718
80;0.139584392
85;0.140905663
90;0.139517695
95;0.134750307
100;0.136037111
105;0.137158394
110;0.135050923
115;0.133908451
120;0.136893973
125;0.138282433
130;0.13840048
135;0.137625113
140;0.137963504
145;0.139531553
150;0.134226426
155;0.136269271
160;0.137657732
165;0.13722001
170;0.137633041
175;0.139854625
180;0.140514418
185;0.139053509
190;0.135126904
195;0.138511643
200;0.139031485
205;0.136977062
210;0.136967763
215;0.134229898
220;0.135262787
225;0.141694516
230;0.137779802
235;0.136078477
240;0.139872804
245;0.139219508
250;0.136150703
255;0.13759169
260;0.135928348
265;0.134492666
270;0.137091383
275;0.137112916
280;0.135920078
285;0.140891194
290;0.135245889
295;0.137399673
5;0.144786656
10;0.143778086
15;0.138467029
20;0.136586294
25;0.139308289
30;0.139052063
35;0.141763791
40;0.137335673
45;0.137789398
50;0.137209773
55;0.137939587
60;0.138059437
65;0.135531336
70;0.139914945
75;0.137914956
80;0.137769669
85;0.138427123
90;0.137209758
95;0.134563759
100;0.136952937
105;0.138050258
110;0.139364377
115;0.135172263
120;0.13483122
125;0.13421829
130;0.136217311
135;0.135355875
140;0.132374331
145;0.139489457
150;0.136528522
155;0.140021145
160;0.140247673
165;0.13938579
170;0.13734974
175;0.138809487
180;0.137567773
185;0.137452021
190;0.140287101
195;0.139525503
200;0.136070132
205;0.135401845
210;0.133814394
215;0.138655469
220;0.139176607
225;0.139301866
230;0.138041854
235;0.144323811
240;0.138865307
245;0.137116626
250;0.137910753
255;0.136835739
260;0.141813517
265;0.141931459
270;0.136343002
275;0.136292785
280;0.137718022
285;0.141460374
290;0.138396919
295;0.132835627
5;0.142572045
10;0.138369337
15;0.141602129
20;0.139764085
25;0.140092924
30;0.139461637
35;0.136394769
40;0.141471013
45;0.139650449
50;0.136291057
55;0.137368232
60;0.139201343
65;0.136732116
70;0.136548996
75;0.138630122
80;0.137636691
85;0.139269918
90;0.136669487
95;0.137694597
100;0.139204592
105;0.136342019
110;0.135809064
115;0.13854754
120;0.135827512
125;0.136507168
130;0.133497596
135;0.137261525
140;0.135567725
145;0.137306407
150;0.138886064
155;0.140594244
160;0.143999428
165;0.138110846
170;0.13588348
175;0.132998765
180;0.142419711
185;0.138691261
190;0.135579079
195;0.141711131
200;0.138182744
205;0.136677697
210;0.138934225
215;0.135770187
220;0.137261033
225;0.134600371
230;0.134124711
235;0.140307873
240;0.139593482
245;0.133514598
250;0.138625786
255;0.136723563
260;0.133386254
265;0.138542116
